Date,ATHM,V,TSLA,VIS,AAPL,ABEV,CF,AIG,AMAT,AMD,AR,ATVI,AUY,AZN,BA,BAC,HF,HFC,BMY,C,CELG,CHTR,CLF,JAZZ,COP,COST,COTY,CTL,CVS,CX,CZR,DHI,EA,ELLI,EMR,ET,F,FB,FCX,FDX,FOXA,GE,GG,GGB,GOLD,GOOG,GRPN,HAL,HBAN,IBM,IBN,INFY,INTC,ITUB,JNJ,JPM,KGC,KMI,KO,LLY,MDLZ,MGM,LVS,MRVL,MS,MSFT,NFLX,NKE,NLY,NOK,NTAP,NVDA,ORCL,PBR-A,PFE,QCOM,RF,RIG,RTN,S,SBUX,SIRI,SIX,SLB,SO,SPG,SR,SWN,T,TEVA,TGT,TSM,TWTR,TXN,VZ,WFC,WMB,XOM,YELP,VLO
2014/2/18,35.82597,53.199341,203.699997,89.915695,68.972733,5.715869,34.519791,45.755302,17.41925,3.7,55.017555,19.175318,9.874361,24.167709,114.086906,15.374849,23.971111,37.228447,47.965946,46.686707,82.919998,131.5,21.569094,171.910004,56.498024,101.535805,12.760208,20.104424,63.406326,11.326156,22.959999,22.024855,28.4,29.959999,53.858463,15.328115,12.155173,67.300003,31.628538,127.729111,31.362751,21.517359,25.86676,5.80528,61.831779,601.527649,10.26,49.664894,7.882253,150.110153,5.305637,4.514893,21.46361,5.804026,80.382439,51.113369,5.17,27.479502,31.887819,48.085709,31.200966,25.078001,64.237808,14.402547,26.823917,33.431053,62.407143,35.136692,6.282763,6.214909,36.657822,17.020874,35.259548,10.728508,26.664858,63.435242,9.263986,37.550125,86.083351,8.2,33.45927,3.511071,29.530268,78.58551,33.151993,124.610985,38.167236,42.110001,25.126873,40.895947,48.102768,15.182836,58.18,38.63258,36.576538,39.911037,30.80472,78.703629,91.739998,42.936657
2014/2/19,35.994167,52.686302,193.639999,89.138504,67.883812,5.73288,36.264172,44.916264,17.326839,3.72,56.192242,18.925285,9.583664,24.704771,112.130569,15.122804,23.597292,37.204113,46.938671,45.561607,81.5,130.440002,20.838419,170.279999,56.178242,101.139748,12.688269,20.071945,63.207951,11.3518,22.65,21.883127,27.91,29.91,53.411045,15.032329,12.0446,68.059998,31.09421,126.343941,31.115873,21.307636,24.867218,5.82368,60.939346,597.285217,10.02,50.031887,7.699552,149.913513,5.213098,4.518664,21.238228,5.861916,79.920227,50.038483,5.01,27.023005,31.572939,50.557434,31.264835,24.980984,63.402424,14.43917,26.279455,33.511463,61.175713,34.954498,6.214098,6.164036,36.576607,17.249081,35.166687,10.710385,26.330292,63.577892,9.022784,37.859802,85.445831,8.16,33.165253,3.501263,30.896767,78.455429,32.863647,124.541,37.895584,42.849998,25.149845,41.854103,48.887573,15.157234,55.5,38.562363,37.01405,39.391911,30.77433,78.603218,90,42.733562
2014/2/20,34.886044,52.587467,209.970001,90.107704,67.098045,5.928513,36.75864,44.888901,17.548626,3.69,55.498985,18.877199,9.855605,25.02025,113.152397,15.216152,23.877655,37.041859,47.281097,45.504879,81.790001,131.839996,20.344978,170.289993,56.1091,101.271751,13.083935,20.214857,64.298973,11.454376,23.030001,22.043753,27.790001,31.290001,53.655865,14.975986,12.060396,69.629997,31.637905,127.921455,31.020914,21.256868,25.820047,5.952482,62.131821,598.16449,10.28,50.811775,7.786553,150.986923,5.267079,4.588043,21.446274,5.943963,80.56559,50.318134,5.28,27.088217,31.743145,50.522625,31.465612,26.028732,64.118446,14.768792,26.615208,33.72588,62.135715,35.309551,6.208377,6.197951,36.260746,17.857651,35.538136,10.791936,26.388838,63.728931,9.129987,38.027908,86.514351,8.27,33.269291,3.530685,30.788679,78.932327,33.042881,124.33889,38.269108,42.279999,25.402498,43.482178,48.298965,15.097493,56.630001,38.799381,38.278877,39.478432,31.914127,79.79126,91.370003,41.963512
2014/2/21,34.994877,52.563938,209.600006,90.080269,66.352722,5.962536,37.080666,44.670025,17.650284,3.69,55.017555,18.963749,9.789963,25.016493,112.0345,15.206819,23.807566,37.423153,47.535717,45.627785,80.485001,125.080002,20.847908,170.029999,55.901672,99.625839,13.011995,20.195364,64.199799,11.317608,23.5,22.346107,28,30.530001,53.537663,15.127398,11.973516,68.589996,31.272322,129.758636,31.277287,21.104544,25.782684,5.89728,62.247234,598.005554,8.03,50.738361,7.925753,149.782425,5.305637,4.58578,21.168877,5.989546,80.389908,50.344349,5.24,26.925186,31.641022,50.444298,31.30135,26.242159,64.357132,14.283516,26.878365,33.931362,61.747143,35.730011,6.145433,6.325132,35.999023,17.724525,35.380268,10.955039,26.31356,63.443645,9.147852,38.169476,86.738823,8.29,32.821472,3.540493,30.858175,78.099915,33.003922,124.058945,38.464371,42.810001,25.111568,43.70771,47.974815,15.140164,55.919998,38.755493,37.602715,39.45248,31.959721,79.506798,91.82,42.505081
2014/2/24,34.084637,53.229931,217.649994,90.784317,66.643288,5.979546,37.053185,45.09866,17.622553,3.71,56.105583,18.934902,9.733699,25.557312,113.178612,15.43086,24.228113,38.445332,47.684986,46.308525,82.044998,123.580002,20.250086,171.75,57.405518,100.285957,13.209828,20.260321,64.353081,11.309059,24.68,22.402802,27.959999,31.389999,54.297432,15.328115,11.989315,70.779999,31.131704,129.729782,31.49568,21.400719,25.810707,5.970882,62.416477,602.337402,7.78,51.720116,8.064955,150.323257,5.344197,4.603879,21.350916,6.03513,80.029785,50.71138,5.27,26.16707,31.913342,50.505222,31.392607,27.008568,67.157707,14.11871,27.504499,33.672268,63.857143,36.365383,6.168323,6.460792,36.179531,17.981266,35.417419,11.172508,26.756863,63.292599,9.326523,38.8596,88.193466,8.4,32.821472,3.520878,31.178469,80.397736,32.824684,124.331093,38.320061,43.290001,24.858921,43.482178,47.889507,15.097493,55.779999,39.018822,36.775414,39.867779,31.739365,80.686485,94.669998,43.08897
2014/2/25,35.746819,53.446445,248,90.345428,65.949753,5.97104,37.074551,44.69738,17.576345,3.69,56.432957,18.71372,9.66806,25.45966,110.72448,15.253495,24.30599,39.110554,47.131836,45.760162,82.169998,121.339996,19.282183,174.979996,57.491947,101.623802,13.335723,20.227844,65.065407,11.069715,25.360001,22.809095,28.1,31.040001,54.491592,15.314027,11.965618,69.849998,30.719236,127.777184,31.514673,21.383795,25.455729,5.906482,61.862564,606.058167,8.41,50.995289,8.082354,150.142944,5.35345,4.582009,21.342245,6.016896,80.029785,49.837502,5.19,26.81106,32.143127,50.896866,30.981945,26.717529,66.266617,13.834868,26.960037,33.538261,64.718575,36.491528,6.219821,6.477749,35.962929,17.900072,35.519566,10.927856,26.673218,62.856281,9.335456,38.417213,86.900452,8.27,31.912275,3.511071,31.233145,80.259003,32.863647,123.903488,38.345516,42.790001,24.629236,43.599449,48.205135,15.03775,54.959999,39.036377,36.823139,39.867779,31.56459,80.577713,94.699997,44.079025
2014/2/26,37.93338,53.211098,253,90.628891,65.354752,6.022076,37.280579,44.432903,17.650284,3.7,56.404072,18.694489,9.621172,25.463417,110.575989,15.244163,24.664232,38.185726,47.035248,45.684513,79.989998,121.25,18.798229,162.059998,57.154877,101.993484,13.308746,20.006985,65.101471,11.197935,25.459999,23.479954,28.27,31.23,55.065632,15.500659,12.052499,69.260002,31.319181,127.325089,31.172848,21.40918,25.324945,5.851279,61.893318,606.142639,8.26,50.609924,8.134557,150.823029,5.348824,4.615191,21.498283,5.98043,80.029785,49.592808,5.15,26.224131,32.228226,51.053524,30.954575,26.669018,66.163185,13.990523,27.168745,33.475723,64.112854,36.636341,6.385758,6.46927,36.350986,17.871416,35.751713,10.565405,26.756863,62.973778,9.397989,38.054451,86.720879,8.39,32.468655,3.501263,31.506571,80.076904,32.731163,125.225266,38.464371,42.529999,24.49909,43.446091,51.60022,15.216974,55.869999,39.176826,36.870869,39.84182,31.321434,80.142639,95.449997,42.919735
2014/2/27,42.751728,53.25111,252.539993,91.168335,66.658447,6.149662,38.00856,44.970982,17.567108,3.71,58.416439,18.800268,9.51802,25.681244,112.27906,15.393518,24.952385,36.993179,47.3689,46.034344,80.834999,124.139999,19.320137,166.619995,57.258602,102.29274,13.227814,20.188869,65.065407,11.274867,25.940001,23.498848,28.540001,31.209999,55.082512,15.440796,12.155173,68.940002,31.375435,128.460129,31.372238,21.578424,25.287586,5.89728,61.531738,605.66571,8.52,51.096203,8.195457,151.81459,5.436737,4.650634,21.46361,6.167318,80.249374,49.540375,5.17,25.979584,32.398438,51.81942,30.890686,27.027967,67.730545,14.027145,27.549873,33.824146,64.604286,36.561371,6.39148,6.520143,36.657822,17.670834,36.169598,11.018467,26.957598,63.091228,9.442655,37.647449,87.627769,8.65,32.654114,3.540493,31.662817,80.267693,32.738953,124.696533,38.421913,43.139999,24.675177,44.465485,51.745239,15.370597,55.77,39.308506,37.785675,39.84182,31.35183,80.184471,97.389999,41.049606
2014/2/28,40.76305,53.171089,244.809998,91.342056,66.477783,6.124145,38.290886,45.390507,17.520903,3.71,58.098698,18.607941,9.414868,25.448393,112.593452,15.43086,24.843355,36.968845,47.21085,45.977608,80.375,126.769997,19.006992,151.949997,57.474663,102.80323,13.353708,20.305796,65.949066,11.180839,25.959999,23.205938,28.59,31,55.09095,15.370369,12.155173,68.459999,30.57863,128.248474,31.84701,21.553036,25.156805,5.750079,60.808563,603.897217,8.31,52.298138,8.291155,151.732605,5.503057,4.650634,21.46361,6.071594,80.916939,49.65398,5.22,25.963276,32.509064,51.880329,31.054949,26.727228,67.826027,13.999676,27.949142,34.226189,63.66143,36.692577,6.397203,6.426877,36.4683,17.556208,36.318165,10.565405,26.857235,63.17514,9.50519,37.51474,87.915115,8.74,32.097744,3.540493,31.873751,80.640526,33.003922,125.404083,38.922775,41.34,24.445496,45.006767,53.348953,15.421802,54.91,39.466507,37.849323,40.161934,31.382217,80.544235,94.419998,40.60112
2014/3/3,40.941139,52.112091,250.559998,90.638008,66.669823,6.022076,39.049385,45.09866,17.289881,3.67,57.280273,18.771421,9.527398,25.125404,111.982117,15.216152,24.796627,36.812996,46.965012,45.013248,80.139999,125.690002,18.551508,156.320007,57.310452,101.879059,13.40766,20.208355,65.45314,10.830369,25.59,22.950823,28.09,30.459999,54.32275,15.842225,12.00511,67.410004,30.775486,128.296585,31.391232,21.256868,25.521122,5.602877,63.40892,597.459106,8.45,51.865784,8.282455,150.986923,5.459871,4.519419,21.238228,5.885443,80.425034,49.120911,5.19,25.792089,32.440979,51.375553,30.84506,26.775736,68.398842,14.127866,27.459126,33.752682,63.655716,36.266148,6.437257,6.435356,36.54953,17.47024,35.760998,10.329812,26.748499,62.070778,9.406923,36.868843,88.175484,8.83,31.876099,3.501263,31.717505,79.13176,32.770123,125.909447,38.922775,40.709999,24.391905,44.014427,52.854187,15.387664,53.709999,39.132946,37.634537,39.928341,31.640579,79.90004,94.970001,40.914219
2014/3/4,47.481037,53.067551,254.839996,92.210663,67.109421,6.107133,39.224884,45.828266,17.410009,3.7,57.14547,18.954132,9.508644,25.534773,113.737572,15.617561,25.536478,36.944244,49.53759,46.16671,80.915001,128.220001,18.17194,160.720001,57.474663,102.671211,13.551539,20.481176,65.912987,11.078262,26.469999,22.988619,28.809999,31.09,54.972775,15.905605,12.139379,68.800003,31.431673,131.865173,32.084389,21.705355,25.306263,5.731679,62.508793,603.529602,8.68,52.344147,8.430356,152.773315,5.644952,4.665717,21.333578,5.994939,81.988579,50.038483,5.15,26.126312,32.602676,52.089222,31.310472,27.445131,69.305862,14.34761,28.221376,34.315521,64.997147,36.842545,6.414369,6.528621,36.260746,17.651728,36.596752,10.483853,27.342354,64.161453,9.630258,37.160824,90.141945,9.19,32.414371,3.520878,32.147182,80.19828,32.988323,127.790985,39.669834,41.009998,24.613935,44.573742,52.316776,15.396198,54.279999,39.729855,38.103878,40.438797,32.392845,80.753403,98.040001,41.650421
2014/3/5,51.211052,52.434498,252.660004,92.320381,67.250908,6.149662,40.103943,46.411953,17.714962,3.71,57.155098,19.271481,9.602419,25.328215,112.479904,16.112616,26.502174,37.534817,49.704414,46.724525,81.620003,127.410004,18.124491,157.600006,57.301804,102.512764,13.497584,20.695538,65.985138,11.052618,25.24,22.639019,29.09,31.879999,54.922119,16.014765,12.344727,71.57,31.787901,131.692062,32.22681,21.942293,25.68927,5.750079,64.855293,605.193787,8.57,51.69099,8.395557,153.346893,5.826948,4.714734,21.238228,6.031441,81.329796,50.824978,5.06,26.248587,32.636719,51.723686,31.328733,27.377216,69.393387,14.402547,29.010849,34.047508,64.785713,36.280193,6.431535,6.604931,35.926826,17.804556,36.680332,10.393242,27.392536,64.63353,9.585593,37.541283,90.411308,9.12,32.251541,3.481648,32.576847,79.782082,32.902611,127.596642,39.262344,40.400002,24.598618,44.925568,51.694061,15.694902,54.380001,39.659634,37.690228,40.741611,32.256069,78.477737,97.769997,42.547394
2014/3/6,50.182083,52.681595,252.940002,92.905579,67.047539,6.166674,40.309975,46.74939,17.909023,3.73,58.743813,19.396494,9.686812,25.102871,112.541054,16.206024,26.36978,38.953865,48.782513,46.998707,78.305,126.639999,18.124491,151.479996,57.379597,99.687454,13.56053,20.609638,66.021187,11.103907,25.700001,22.544537,29.209999,31.41,54.913685,16.187304,12.376321,70.839996,31.712908,132.057571,32.606621,22.1877,25.978857,5.786776,65.163017,605.864441,8.52,52.362541,8.439057,153.756577,6.021282,4.751685,21.350916,6.177433,81.593307,51.471649,4.99,26.321955,32.73885,51.105751,31.830645,27.542141,69.862778,14.530733,28.892879,34.083248,64.358574,36.655083,6.414369,6.630366,35.222912,17.556208,36.643177,10.538221,27.149975,64.911751,9.674925,37.6563,90.23172,8.88,32.880283,3.491456,32.826839,80.423737,32.762341,127.176781,39.287804,41.330002,24.759396,44.943615,51.813484,16.104563,54.830002,40.098534,37.75386,40.957901,32.408043,78.444252,97.800003,44.747551
2014/3/7,48.025204,53.081661,246.210007,93.088432,67.008354,6.081615,39.84602,46.854538,18.149286,3.95,58.965271,19.338799,9.471134,25.14043,112.261581,16.187342,26.361992,38.896442,49.019573,46.913612,78.279999,127,17.697474,155.240005,57.483311,99.898697,14.046122,20.695536,66.255623,11.095359,25.76,22.176035,29.379999,31.26,55.377968,15.923212,12.336831,69.800003,30.175535,132.336838,32.19833,22.111538,25.259558,5.564916,62.970406,603.470032,8.6,51.700191,8.526056,153.789398,6.215616,4.552599,21.359587,6.008626,81.971001,51.908596,4.89,26.085554,32.806923,50.992599,32.013153,27.445131,69.24221,14.530733,29.228634,33.859886,64.052856,37.236176,6.271318,6.74059,34.203144,17.537111,36.058155,10.275445,27.124886,64.734711,9.871463,37.222759,90.932106,8.63,33.052166,3.442418,32.858089,80.623192,32.80909,125.730621,39.064983,41.939999,24.91251,44.474506,51.822018,16.019217,53.529999,40.247761,37.507259,41.485676,32.438427,79.473335,97.25,44.84063
2014/3/10,44.364445,53.067551,238.839996,92.612976,67.068993,5.996558,40.363388,46.644253,17.909023,3.81,58.52235,19.511892,9.405492,25.027763,110.820541,16.31811,26.143932,39.363991,49.29174,46.866344,79.209999,128.539993,17.033226,151.880005,57.811749,100.858063,14.252948,20.371756,66.336769,10.847466,25.540001,21.514629,29.209999,31.01,54.812378,15.683764,12.24995,72.029999,29.41622,132.750916,32.107788,22.035383,24.932604,5.389281,62.508793,601.870422,8.38,51.948566,8.526056,152.732315,6.363681,4.498304,21.532961,5.903693,82.085182,51.733818,4.92,25.92252,32.892025,51.262409,32.013153,26.882448,68.03289,14.274363,29.156036,33.788418,62.849998,37.011238,6.317095,6.715153,34.121925,17.279207,36.086021,10.003608,27.091429,64.970749,9.737458,37.036953,90.44725,8.71,33.273808,3.403188,32.881531,80.527794,32.855854,125.10083,39.356384,42.580002,24.889544,45.124043,52.171757,16.18137,53.880001,40.265324,37.4118,41.658707,31.974918,79.90004,92.720001,45.246807
2014/3/11,41.505093,53.462906,234.410004,91.899796,67.722099,5.945523,39.301197,46.196274,17.677998,3.85,58.339409,19.300329,9.386738,25.054047,109.755043,16.131294,26.128355,40.069401,49.019573,45.788521,79.195,127.739998,17.061693,151.460007,57.500587,100.963684,13.677431,20.279251,65.552307,10.770533,25.57,21.372896,29.799999,30.24,54.373413,15.880956,12.084092,70.099998,28.788155,132.201996,31.421608,21.91691,25.157223,5.380036,62.678059,596.117798,8.27,51.258625,8.447759,153.035522,6.315868,4.496795,21.437603,5.908255,82.120323,50.851192,4.87,25.751329,33.019676,50.853355,31.912773,26.242159,67.141777,14.56849,28.765841,33.967102,62.497143,36.926891,6.317095,6.621887,33.788006,17.451141,36.123169,10.01267,27.116514,64.667259,9.648127,36.877693,89.028534,8.78,33.938744,3.363959,33.170574,79.730049,32.770123,126.018303,38.78215,42.57,24.675177,44.438419,51.984093,16.019217,54.02,40.089756,37.149281,41.364552,31.610178,78.653419,90,45.416046
2014/3/12,42.929821,53.208748,241.490005,91.698647,67.787781,6.013569,39.029549,45.647751,18.029158,3.91,58.002415,19.810005,9.611794,25.039024,108.672066,16.140642,26.377569,41.059788,48.501537,45.363071,78.959999,127.269997,17.469732,157.479996,57.509228,101.403778,13.89325,20.272642,65.714622,10.702148,24.1,21.401243,29.98,30.110001,54.027287,15.986594,12.163073,70.879997,28.844398,132.683517,31.154757,21.798437,26.036972,5.472477,63.792751,599.749207,8.6,50.955044,8.430356,152.593002,6.406866,4.223804,21.46361,5.885443,82.216957,50.61525,4.95,25.506777,32.998241,51.523506,31.848892,26.145147,67.722588,14.605254,28.529907,34.190441,62.368572,37.00655,6.420092,6.571015,34.158012,17.498901,35.770283,10.193894,26.748499,64.886452,9.630209,36.09024,89.558296,8.78,34.210148,3.324729,32.912769,79.053734,33.22213,126.166,39.124977,42.59,24.790016,43.987366,52.120571,16.582493,54.5,40.756893,36.878826,41.632751,31.596756,78.820747,92.790001,46.7869
2014/3/13,41.811806,51.956776,237.789993,90.345428,67.034889,5.9115,38.387032,44.559795,17.446978,3.86,57.318779,20.050419,9.827474,24.513231,106.453743,16.028555,25.886932,40.391281,47.570839,44.74852,78,125.720001,17.308414,149.300003,57.319092,100.699654,13.695416,20.147095,65.371971,10.522639,23.549999,20.938259,29.709999,29.879999,53.199997,16.03237,11.989315,68.830002,28.722536,131.614624,30.601997,21.443029,26.766985,5.463233,63.7463,590.688171,8.24,50.826252,8.360758,150.691956,6.227955,4.109934,21.298906,5.780511,81.689919,50.178318,5.23,25.237772,32.569351,50.775024,31.511244,25.708588,65.391441,14.458192,28.529907,33.850956,61.437141,36.800354,6.488754,6.409919,33.535324,16.944899,34.962395,10.01267,26.029182,63.756821,9.558543,34.984268,88.741196,8.62,33.667343,3.305114,33.014332,78.273338,33.63517,125.753944,39.510651,42.970001,24.767048,43.265663,50.951916,16.44594,53.57,39.492844,36.616306,41.390499,31.458645,78.343872,87.370003,45.729141
2014/3/14,41.0005,51.954418,230.970001,90.180847,66.281975,5.894489,38.507599,44.422661,17.299122,3.85,57.915756,20.194664,9.911868,24.524502,107.519226,15.692284,25.89472,41.051544,47.412804,44.323071,74.705002,127,17.441265,149.220001,57.561096,99.854675,13.416654,20.233,65.597397,10.308939,23.67,20.824873,29.6,29.549999,52.81168,16.335203,11.910332,67.720001,29.116253,131.69162,30.773542,21.248398,26.851221,5.574161,64.760353,582.610657,8.36,50.771061,8.369499,149.307114,6.243379,4.143868,21.238228,5.629953,81.523026,49.636501,5.17,25.841,32.740906,51.236298,31.255714,25.485455,65.439194,14.531724,28.221376,33.681217,60.64143,36.701954,6.483034,6.392962,33.002869,17.021307,34.915962,9.840506,26.121191,63.006531,9.52271,34.364918,89.872566,8.78,33.594975,3.373766,32.975262,77.25013,33.892338,125.232994,39.98204,44.07,24.874229,44.095619,50.636292,16.130163,51.919998,38.895935,36.656086,41.009815,31.773235,78.201637,86.790001,45.889923
2014/3/17,41.396259,52.662781,233.979996,91.296341,66.540955,6.005064,38.290886,44.724354,17.539381,3.8,58.772701,20.61215,9.546153,24.74984,109.536705,15.981848,26.25296,40.845211,48.044971,45.126698,75.114998,126.489998,17.839813,150.490005,58.157455,99.863487,13.63247,20.378366,67.049126,10.385871,23.91,20.83432,30.1,29.540001,53.740276,16.292944,12.068295,68.739998,29.528717,132.481277,30.868845,21.519188,26.177364,5.546431,63.390224,592.198303,8.34,52.086563,8.439466,152.257065,6.362138,4.1499,21.4116,5.775946,82.506828,50.318134,4.94,25.824699,32.826679,51.236298,31.255714,25.8153,66.720123,14.403043,28.466387,33.993896,60.388573,37.011238,6.454423,6.443835,33.661663,17.021307,35.491707,9.677403,26.280106,64.928581,9.675003,34.426846,90.653748,8.77,33.554264,3.354151,33.162758,77.84845,33.915714,126.5159,40.410568,43.720001,25.180468,44.528633,50.900734,16.309387,52.049999,39.738632,36.839046,41.641399,31.865301,78.912796,89.010002,45.966084
2014/3/18,44.760204,53.281696,240.039993,91.826645,67.129631,6.056099,38.864716,45.49231,17.899782,3.89,60.996895,20.485933,9.36798,24.85124,108.331474,16.056572,26.066051,41.010269,48.053741,45.514351,76.845001,125.989998,18.361725,154.029999,58.85751,100.206734,13.677431,20.748402,66.444992,10.591024,24.870001,21.212271,30.24,29.76,53.917553,16.328157,12.234155,69.190002,29.650581,133.434601,31.507374,21.705355,25.868507,5.629626,62.515495,601.716431,8.38,52.344147,8.526921,153.076477,6.397612,4.140853,21.515621,5.903693,82.515617,50.737598,4.96,25.726875,32.93819,51.697567,31.392607,25.989925,66.48143,14.550105,28.720467,35.334,60.035713,37.32053,6.528809,6.503186,33.806057,17.422485,36.067444,9.976424,26.706678,65.291061,9.683957,34.674583,90.968025,8.68,33.744247,3.324729,33.365875,78.472755,33.861168,127.09906,40.453415,45.310001,25.249372,45.024799,50.94339,16.369129,51.130001,39.852753,37.149281,41.875011,31.911339,79.239067,90.110001,46.609203
2014/3/19,45.146065,52.672188,235.839996,91.058601,67.111969,6.047593,38.504551,45.464882,17.992191,3.98,60.496212,20.427679,8.983509,24.693506,106.759422,16.290091,26.089417,40.358273,48.062534,46.270706,75.419998,126.470001,18.039089,151.179993,58.33894,99.326584,13.542546,20.649284,66.282669,10.56538,24.41,21.250067,30.23,29.059999,53.714947,16.222521,12.226256,68.239998,29.125628,133.251602,31.450199,21.392258,24.979399,5.629626,60.905392,595.750244,8.2,52.233757,8.570651,151.355682,6.53488,4.060161,21.688995,5.912816,82.208168,50.947327,4.8,25.319296,32.715179,51.392956,31.164465,25.786196,65.496948,14.642021,28.865658,35.083851,60.012856,37.090912,6.380038,6.392962,33.472149,17.728148,35.798145,10.293568,26.522667,64.751549,9.934793,35.22316,89.244026,8.72,34.336811,3.334537,32.826839,78.351364,33.346821,124.121162,40.110592,45.389999,25.234058,45.304455,50.738655,16.113094,51.240002,39.958092,36.878826,41.364552,31.949701,78.419151,87.82,45.983006
2014/3/20,43.948895,52.201523,234.910004,91.177475,66.788559,6.090121,38.374832,46.059147,18.657547,4.05,61.574604,20.311171,8.946001,24.355494,108.060722,16.73844,26.058264,40.787437,47.219635,47.480896,75.004997,126.699997,17.678493,150.259995,58.684654,99.599426,13.524563,20.728579,66.715492,10.65086,23.969999,20.664246,30.25,28.73,53.681183,16.398584,12.281544,66.970001,28.966265,131.441284,31.211937,21.383795,24.960682,5.63887,61.524662,594.711975,8.4,52.767311,8.754307,153.969666,6.451593,4.118982,22.044411,6.122684,82.673721,52.52906,4.8,25.661665,32.981075,50.975189,31.264835,25.592167,65.168762,14.87181,29.754951,36.030857,60.610001,37.147133,6.39148,6.308174,33.481174,17.737694,35.630993,10.846305,26.689949,65.839035,10.122915,35.497437,88.507721,9.1,34.811749,3.295306,33.061203,79.001694,33.346821,124.657677,39.92205,45.650002,26.099184,44.952625,50.926327,16.087492,50.119999,41.213364,37.554993,42.420071,31.351217,79.13031,84.309998,46.702282
2014/3/21,41.327003,52.566288,228.889999,91.232323,67.315308,6.081615,38.763992,45.730022,18.639063,4.04,61.459068,20.175247,8.795964,24.08884,107.056351,16.402176,25.910295,40.482071,45.70945,47.34853,72.199997,127.25,18.684357,143.860001,58.321655,100.189156,13.641462,20.708755,67.581108,11.035522,22.940001,20.239058,29.75,29.049999,55.166935,16.303505,12.218358,67.239998,30.288027,131.720535,31.192877,21.493803,24.951319,5.777531,61.733665,587.697571,8.29,53.41127,8.64936,152.961761,6.414577,4.06167,21.819023,6.099873,84.263603,52.581486,4.8,25.392651,32.972504,50.28764,31.146208,25.398144,65.168762,14.881002,29.582533,35.878963,57.998573,35.24456,6.568861,6.079249,34.112896,17.709036,34.823093,10.819119,26.915779,65.914909,9.934793,35.745171,87.546959,9.05,34.698666,3.285499,32.795593,80.354385,33.44812,125.396286,39.879185,46.57,26.259964,44.573742,50.713062,15.814387,50.919998,41.388924,37.316341,42.49794,31.159409,78.904411,83.43,45.517601
2014/3/24,39.565884,51.949711,220.169998,90.830017,68.113724,6.090121,38.568645,45.446602,18.574375,4.05,63.259594,19.893686,8.514642,24.00246,107.789986,16.224709,25.474173,39.772293,44.813869,47.320156,70.739998,125.75,18.598953,137.320007,58.390793,99.784271,13.569524,20.84091,67.040092,10.984234,22.9,20.087875,29,28.940001,55.200703,15.986594,12.155173,64.099998,29.641207,129.94873,30.75448,21.502262,23.912458,5.759043,58.954685,575.223694,8.1,53.153675,8.658105,154.25647,6.570354,4.020947,21.775684,6.327993,83.622368,53.367981,4.56,25.588291,32.93819,49.956913,30.881561,25.078001,64.344337,14.614445,29.43734,36.182732,54.128571,35.08054,6.494477,6.121642,33.011898,17.623072,35.454563,11.199692,26.338654,65.535553,9.916876,35.285091,87.394318,9.11,34.273468,3.197232,32.490917,80.839958,33.650749,124.657677,39.844898,46.09,26.382456,44.321144,50.7216,15.908266,48.77,40.879784,37.395878,42.376816,31.274494,79.180504,81.169998,45.805302
2014/3/25,40.624535,51.396683,220.440002,91.46093,68.846397,6.13265,38.873871,45.903725,18.814644,4.05,64.90609,19.990776,8.655302,24.291649,108.313995,16.075253,25.793476,39.788792,44.813869,47.55653,72.25,124.120003,18.65589,136.710007,59.108154,100.277168,13.515569,21.085396,67.581108,11.078262,22.9,20.267405,29.290001,28.790001,56.011105,16.349287,12.107786,64.889999,30.072418,129.187973,30.98321,21.747663,23.884388,5.805263,60.053898,575.61615,8.07,54.404789,8.71058,159.820328,6.655183,4.025472,22.070414,6.39643,85.537247,53.245632,4.49,25.767633,33.126896,49.79155,31.292221,24.845169,63.07172,14.485765,28.666019,36.039783,52.977142,34.513527,6.397203,6.197951,33.472149,17.623072,35.658859,11.380918,26.614672,66.22683,9.952707,35.948669,88.049782,9.06,33.748764,3.108965,32.459671,82.860298,33.845581,125.886108,39.750629,45.439999,26.581511,44.74514,50.380379,16.317923,47.880001,40.985126,37.562943,42.359505,31.289846,79.406395,78.959999,46.008389
2014/3/26,37.972958,50.756577,212.960007,90.436859,68.188232,6.107133,38.397713,45.437473,18.352592,4.05,63.047779,19.990776,8.317719,24.178976,107.886047,16.047232,25.232748,39.334869,46.236256,47.424156,71.305,123.110001,18.27632,136.399994,59.289665,99.00972,13.398667,21.336494,67.89669,10.91585,22.02,19.983944,28.57,27.32,55.49617,16.490143,12.0446,60.389999,29.706825,127.223595,30.563871,21.67997,22.995274,5.675846,58.42057,562.327576,7.88,53.696434,8.640613,157.837326,6.738468,4.042062,22.001064,6.4603,85.247391,52.345539,4.25,25.955126,33.118317,50.026543,31.182714,24.224277,61.847103,14.062959,28.330267,35.548409,53.182858,34.312012,6.408647,6.197951,33.11116,17.221899,36.290318,11.244998,26.915779,66.016068,9.854167,35.80711,87.178802,8.97,33.264759,3.099158,32.022186,82.747566,33.627373,124.020096,39.459229,45.02,26.497301,44.095619,50.499802,16.292318,44.43,40.721786,37.395878,41.961525,30.691351,79.230705,77.300003,45.64452
