Date,MARKIT CDX.NA.IG.37 12/26,AMD CDS USD SR 5Y D14 Corp,ALLY CDS USD SR 5Y D14 Corp,ALTRIA CDS USD SR 5Y D14 Corp,AEP CDS USD SR 5Y D14 Corp,AXPRS CDS USD SR 5Y D14 Corp,AIG CDS USD SR 5Y D14 Corp,AMGN CDS USD SR 5Y D14 Corp,ARW CDS USD SR 5Y D14 Corp,FSA AA CDS USD SR 5Y D14 Corp,SBC CDS USD SR 5Y D14 Corp,AZO CDS USD SR 5Y D14 Corp,AVT CDS USD SR 5Y D14 Corp,ABX CDS USD SR 5Y D14 Corp,BAX CDS USD SR 5Y D14 Corp,BERKSHIRE CDS USD SR 5Y D14 Corp,BBY CDS USD SR 5Y D14 Corp,BLOCK FIN CDS USD SR 5Y D14 Corp,BWA CDS USD SR 5Y D14 Corp,BSX CDS USD SR 5Y D14 Corp,BMY CDS USD SR 5Y D14 Corp,CPB CDS USD SR 5Y D14 Corp,CNQCN CDS USD SR 5Y D14 Corp,COFB CDS USD SR 5Y D14 Corp,CAH CDS USD SR 5Y D14 Corp,CAT I CDS USD SR 5Y D14 Corp,CB B CDS USD SR 5Y D14 Corp,CMCSAC CDS USD SR 5Y D14 Corp,CAG CDS USD SR 5Y D14 Corp,COPHIL CDS USD SR 5Y D14 Corp,COXENT CDS USD SR 5Y D14 Corp,CSX CDS USD SR 5Y D14 Corp,CVS CDS USD SR 5Y D14 Corp,DHI CDS USD SR 5Y D14 Corp,DANAHER CDS USD SR 5Y D14 Corp,DRI CDS USD SR 5Y D14 Corp,DE I CDS USD SR 5Y D14 Corp,DVNCORP CDS USD SR 5Y D14 Corp,DOMINION CDS USD SR 5Y D14 Corp,UFS CDS USD SR 5Y D14 Corp,DUK CAR CDS USD SR 5Y D14 Corp,DXC CDS USD SR 5Y D14 Corp,DD CDS USD SR 5Y D14 Corp,EMN CDS USD SR 5Y D14 Corp,ENBRIDGE INC CDS USD SR 5Y D14 Corp,EQR CDS USD SR 5Y D14 Corp,EXCC CDS USD SR 5Y D14 Corp,EXPE CDS USD SR 5Y D14 Corp,FDX CDS USD SR 5Y D14 Corp,GECO CDS USD SR 5Y D14 Corp,GIS CDS USD SR 5Y D14 Corp,GM CDS USD SR 5Y D14 Corp,HAL CDS USD SR 5Y D14 Corp,HES CDS USD SR 5Y D14 Corp,HON CDS USD SR 5Y D14 Corp,HST CDS USD SR 5Y D14 Corp,HPQ CDS USD SR 5Y D14 Corp,IBM CDS USD SR 5Y D14 Corp,AER CDS USD SR 5Y D14 Corp,PAPER CDS USD SR 5Y D14 Corp,JNJ CDS USD SR 5Y D14 Corp,KINDER MORGAN (KMI) CDS USD SR Corp,KSS CDS USD SR 5Y D14 Corp,LEN CDS USD SR 5Y D14 Corp,LNC CDS USD SR 5Y D14 Corp,LMT CDS USD SR 5Y D14 Corp,L CDS USD SR 5Y D14 Corp,LOW CDS USD SR 5Y D14 Corp,MDC CDS USD SR 5Y D14 Corp,MAR CDS USD SR 5Y D14 Corp,MMC CDS USD SR 5Y D14 Corp,MCD CDS USD SR 5Y D14 Corp,MCK CDS USD SR 5Y D14 Corp,MET CDS USD SR 5Y D14 Corp,KRAFT CDS USD SR 5Y D14 Corp,MSI CDS USD SR 5Y D14 Corp,NRUC CDS USD SR 5Y D14 Corp,NEWMONT CDS USD SR 5Y D14 Corp,FPL CDS USD SR 5Y D14 Corp,NSC CDS USD SR 5Y D14 Corp,NOC CDS USD SR 5Y D14 Corp,OMC CDS USD SR 5Y D14 Corp,ORCLCP CDS USD SR 5Y D14 Corp,PKG CDS USD SR 5Y D14 Corp,PFIZER CDS USD SR 5Y D14 Corp,PXD CDS USD SR 5Y D14 Corp,PRU CDS USD SR 5Y D14 Corp,PULTE CDS USD SR 5Y D14 Corp,DGX CDS USD SR 5Y D14 Corp,UTX CDS USD SR 5Y D14 Corp,RJ REYNOLDS CDS USD SR 5Y D14 Corp,R CDS USD SR 5Y D14 Corp,SRE CDS USD SR 5Y D14 Corp,SPG CDS USD SR 5Y D14 Corp,LUV CDS USD SR 5Y D14 Corp,TGT CDS USD SR 5Y D14 Corp,TCKBCN CDS USD SR 5Y D14 Corp,AESCORP CDS USD SR 5Y D14 Corp,ALL CDS USD SR 5Y D14 Corp,BA CO CDS USD SR 5Y D14 Corp,DOWCHEM CDS USD SR 5Y D14 Corp,HARTFORD CDS USD SR 5Y D14 Corp,HD CDS USD SR 5Y D14 Corp,KR CDS USD SR 5Y D14 Corp,PROCTER CDS USD SR 5Y D14 Corp,SHW CDS USD SR 5Y D14 Corp,SOCO CDS USD SR 5Y D14 Corp,WMB CDS USD SR 5Y D14 Corp,TRPCN CDS USD SR 5Y D14 Corp,TSN CDS USD SR 5Y D14 Corp,UNP CDS USD SR 5Y D14 Corp,UPS CDS USD SR 5Y D14 Corp,UNH CDS USD SR 5Y D14 Corp,VLO CDS USD SR 5Y D14 Corp,VZNEW CDS USD SR 5Y D14 Corp,PARA CDS USD SR 5Y D14 Corp,WMT CDS USD SR 5Y D14 Corp,MEADWESTVACO CDS USD SR 5Y D14 Corp,WY CDS USD SR 5Y D14 Corp,WHRCORP CDS USD SR 5Y D14 Corp,CSCO CDS USD SR 5Y D14 Corp
2018/6/22,64.566,133.095,133.265,45.32,40.26,38.94,65.81,43.9,76.47,119.73,88.47,65.44,97.38,74.75,32.8,59.05,84.12,136.58,66.83,43.7,37.39,116.84,61.59,29.4,87.79,46.9,18.48,69.89,88.44,35.25,70,36.36,70.7,83.22,36.08,51.03,46.34,67.845,52.68,85.61,30.21,62.51,60.71,56.19,91.36,41.21,45.59,92.15,50.48,86.72,80.06,108.71,46.105,98.46,34.9,52.7,54.09,34.27,89.41,68.21,17.01,93.46,118.55,156.62,59.53,38.8,23.95,38.65,162.93,47.14,22.69,34.13,74.21,59.76,61.705,70.79,49.5,64.67,79.58,34.28,37.635,55.16,39.72,55.45,36.65,44.39,56.69,133.375,37.75,35.155,56.62,79.58,52.325,68.49,59.96,43.26,119.11,105.57,23.13,32.56,68.835,40.5,23.82,85.65,33.52,86.39,57.61,93.65,57.47,65.7,32.22,35.08,34.53,47.095,70.64,83.74,38.24,27.665,49.67,85.04,26.465
2018/6/25,66.754,137.545,137.46,47.365,41.85,39.27,65.81,44.63,78.91,119.73,91.14,66.52,98.97,75.22,33.05,61.11,84.91,141.17,68.175,44.34,37.37,111.08,61.62,29.55,88.19,46.6,18.48,70.56,90.16,36.075,70.52,37.05,72.48,84.845,36.08,51,46.72,69.675,53.37,88.22,31.39,62.89,62.02,57.61,91.36,41.21,47.15,92.59,50.11,86.72,81.7,116.19,47.94,99.3,34.9,55.085,54.94,34.53,91.02,71.99,17.69,95.155,120.87,157.84,59.53,39.59,23.95,38.18,167.23,48.3,22.69,35.08,74.71,59.76,62.465,71.02,49.93,65.175,79.58,35.27,39.715,55.82,39.725,55.71,36.31,45.2,56.69,136.265,37.78,35.415,59.125,79.39,53.05,69.24,62.09,44.38,128.475,110.685,23.13,32.74,71.04,40.5,24.11,84.78,33.92,87.72,57.61,97.17,57.47,66.72,32.59,35.43,34.95,48.985,72.55,83.5,37.9,28.515,50.28,86.38,26.29
2018/6/26,65.77,137.58,138.78,46.5,42.18,39.07,65.81,44.83,77.4,119.73,90.92,66.38,97.4,76.24,33.55,59.265,85.17,138.64,68.405,44.35,38.04,109.57,61.37,30.41,88.31,47.76,18.48,68.59,87.955,35.89,70.88,37.55,72.16,84.075,36.08,50.72,47.3,67.63,53.55,87.13,30.75,62.74,62.23,56.71,91.36,41.21,46.65,92.91,50.25,86.72,83.46,117.26,46.44,100.3,35.05,55.17,56.32,33.76,90.605,70.67,17.69,94.195,120.51,154.34,59.53,39.54,23.95,38.31,166.46,48.47,22.69,36.2,74.41,59.76,61.75,70.98,50.93,65.515,79.58,35.69,38.69,55.35,39.725,55.69,36.64,44.81,56.69,133.95,38.16,35.875,57.75,80.27,52.515,69.44,61.32,44.79,130.94,110.205,23.13,33.63,70.03,40.5,24.36,81.59,34.26,86.1,57.61,95.29,57.47,67.25,33.31,35.89,34.72,47.385,71.7,83.62,38.2,27.74,50.88,87.27,26.765
2018/6/27,68.096,141.3,140.97,48.02,42.79,40.42,65.81,45.08,78.44,119.73,94.37,67.13,98.93,77.12,34.58,60.845,86.67,138.47,69.3,44.95,38.35,108.42,60.56,31.38,89.16,48.36,18.48,68.26,84.47,34.76,71.18,38.71,71.79,84.685,36.08,51.21,46.82,65.48,54.31,88.495,31.86,64.93,61.89,57.51,91.36,41.21,47.95,93.71,51.135,86.72,83.23,118.065,49.16,97.9,35.32,56.715,54.5,35.67,92.815,71.565,17.57,94.375,119.7,156.81,59.53,40.16,23.95,38.45,169.51,49.38,22.69,36.47,75.14,59.76,62.465,71.71,51.41,66.32,79.58,35.9,40.135,56.08,39.735,56.53,37.78,44.77,56.69,138.09,38.71,36.19,58.75,80.92,54.64,70.01,61.65,45.52,130.46,110.16,23.13,34.57,71.555,40.5,24.5,79.57,34.4,86.13,57.61,96.055,57.47,66.72,33.63,36.17,35.33,48.845,74.36,82.22,37.85,28.97,52.07,87.87,26.33
2018/6/28,68.03,144.06,146.695,47.8,42.41,40.15,65.81,45.2,78.29,119.73,93.23,67.83,98.25,77.1,34.96,61.535,86.16,140.8,69.47,45.26,39.05,108.57,60.39,32.31,91.41,48.28,18.48,69.78,84.545,34.305,72.51,39.52,76.46,87.725,36.08,52.17,47.68,64.86,54.28,87.05,32.01,62.76,62.14,57.81,91.36,41.21,48.3,93.81,50.94,86.72,83.23,119.37,49.215,96.85,35.78,57.54,57.4,36.03,93.71,72.48,17.8,94.24,122.57,163.81,59.53,40.77,23.95,40.46,174.575,49.09,22.69,37.77,76.3,59.76,62.905,72.91,51.6,66.705,79.58,36.51,41.41,56.78,39.73,57.18,38.19,43.65,56.69,140.69,39.23,36.175,58.67,80.94,54.18,70.02,62.11,46.51,139.125,114.19,23.13,34.71,72.49,40.5,26.55,78.66,35.32,85.35,57.61,96.955,57.47,67.86,33.85,36.51,35.94,50.945,73.4,83.3,39.48,29.265,52.47,88.02,26.3
2018/6/29,67.595,144.88,143.54,46.68,42.57,40.3,65.81,44.69,79.94,119.73,95.78,67.1,100.42,77.73,34.62,60.51,86.29,140.125,69.26,44.78,38.62,109.29,59.33,32.26,92.29,48.84,18.48,69.58,84.87,33.68,72.69,39.6,77.69,85.18,36.08,51.75,47.73,64.24,53.43,84.8,30.99,63.92,61.78,58.54,91.36,41.21,47.45,93.13,50.78,86.72,83.14,118.145,49.245,96.03,35.65,55.58,56.31,38.49,93.385,71.175,17.22,92.48,123.79,161.58,59.53,40.39,23.95,40.51,170.105,49.74,22.69,37.67,77.43,59.76,62.735,73.28,51.57,67.88,79.58,36.43,40.33,58.18,39.725,56.99,38.13,43.095,56.69,140.52,39.1,36.17,57.4,81.09,53.02,69.61,61.56,46.02,142.355,113.685,23.13,34.41,72.005,40.5,26.12,78.22,35.3,85.59,57.61,95.26,57.47,68.19,34.42,36.56,35.47,50.88,74.06,82.74,39.38,27.69,51.96,89.24,25.715
2018/7/2,67.97,142.89,149.38,47.22,42.52,40.24,65.81,45.57,80.31,119.73,96.18,67.39,100.45,77.96,37.2,61.38,85.23,145.72,68.49,44.71,38.72,108.8,59.75,31.95,96.4,54.04,18.48,70.11,86.775,32.96,72.29,42.26,78.35,87.49,36.08,51.96,49,64.045,53.56,86.455,32.52,64.54,61.93,60.52,91.36,41.21,48.41,93.89,50.33,86.72,82.7,124.4,48.575,94.63,37.04,56.585,56.28,38.24,94.65,72.135,17.02,92.655,124.07,164.77,59.53,42.82,23.95,41.38,174.605,51.05,22.69,37.28,78.96,59.76,62.94,73.23,51.45,68.325,79.58,40.39,40.38,58.47,39.73,56.57,39.47,42.795,56.69,145.065,39.83,35.345,59.17,84.34,54.11,69.64,61.79,46.07,149.675,116.19,23.13,36.98,73.075,40.5,26.15,78.3,35.21,85.13,57.61,96.205,57.47,68.57,36.53,38.73,36.37,50.52,76.04,83.06,39.97,28.36,51.9,89.26,26.77
2018/7/3,67.351,140.875,147.115,46.68,42.78,39.84,65.81,46.21,79.78,119.73,94.71,66.99,100.34,78.17,37.37,60.605,85.07,142.575,67.94,45.13,39.63,104.02,59.15,31.27,97.02,54.06,18.48,69.05,85.475,32.7,72.34,42.45,79.74,85.88,36.08,51.48,49.44,62.685,53.94,86.575,32.09,62.98,61.81,58.69,91.36,41.21,48,93.98,50.265,86.72,83.62,126.45,47.755,94.23,37.14,55.81,56.12,37.97,92.535,71.655,17.55,89.74,124.02,164.56,59.53,41.93,23.95,40.78,174.85,51.05,22.69,37.85,81.96,59.76,62.505,73.04,51.66,67.495,79.58,40.38,39.79,57.73,39.73,57.05,39.41,42.395,56.69,142.885,40.73,35.395,58.48,84.48,53.885,69.43,62.35,45.97,151.39,116.74,23.13,36.21,72.08,40.5,26.15,78.1,35.33,84.85,57.61,94.03,57.47,68.42,36.36,38.85,37.09,49.35,75.61,82.33,40.57,27.445,51.91,89.44,25.8
2018/7/4,#N/A,140.92,148.02,47.015,42.78,39.86,65.81,46.21,80.39,119.73,96.39,66.65,100.57,78.07,37.37,60.76,85.07,143.035,67.665,45.13,39.63,104.17,59.15,31.37,97.02,54.06,18.48,69.68,85.075,32.535,72.32,42.45,79.39,85.53,36.08,51.39,49.44,62.455,53.94,86.475,31.75,65.37,62.65,59.98,91.36,41.21,47.745,93.98,50.29,86.72,82.81,125.975,47.51,94.23,37.14,56.14,56.17,38.57,92.205,71.58,17.55,89.4,123.89,165.35,59.53,41.93,23.95,40.94,174.16,51.05,22.69,37.42,81.96,59.76,62.22,73.18,51.66,67.425,79.58,40.38,39.81,57.88,39.73,56.96,39.41,42.24,56.69,142.395,40.73,35.29,58.9,84.48,53.605,69.05,62.35,45.96,150.62,117.385,23.13,36.21,72.01,40.5,25.97,78.45,35.16,84.05,57.61,94.03,57.47,68.34,36.36,38.85,37.09,49.17,75.96,82.83,40.03,27.25,52.01,88.75,25.575
2018/7/5,66.052,140.825,146.32,46.1,42.78,39.16,65.81,46.21,79.88,119.73,96.81,66.7,99.91,77.45,37.37,60.25,85.38,142.31,66.715,45.13,39.63,101.39,57.67,31.41,97.02,54.06,18.48,68.9,84.655,31.865,71.9,42.45,80.32,84.2,36.08,50.59,49.44,61.915,53.94,85.67,31.875,63.99,62.5,59.06,91.36,41.21,47.44,93.98,50,86.72,82.87,122.845,47.235,92.5,37.14,55.61,55.62,38.05,93.865,71.695,17.55,89.35,122.69,165.35,59.53,41.93,23.95,40.05,171.025,49.96,22.69,37.01,81.96,59.76,61.58,72.24,51.66,67.115,79.58,40.38,39.38,57.87,39.72,56.84,39.41,45.735,56.69,139.3,40.73,36.28,57.75,84.48,52.72,68.82,61.52,45.68,147.24,116.06,23.13,36.21,69.45,40.5,25.71,77.78,35.15,83.67,57.61,93.855,57.47,67.57,36.36,38.85,37.09,48.675,76.04,82.23,39.87,27.23,51.83,88.36,25.485
2018/7/6,63.998,142.05,145.745,45.08,42.78,38.82,65.81,46.21,79.73,119.73,96.9,65.69,99.54,76.29,37.37,58.84,83.44,139.61,65.885,45.13,39.63,99.03,57.07,30.27,97.02,54.06,18.48,68.53,83.185,30.685,71.7,42.45,79.62,83.49,36.08,49.69,49.44,60.735,53.94,83.91,30.38,63.94,61.69,58.52,91.36,41.21,46.29,93.98,49.545,86.72,82,121.82,46.045,91.57,37.14,54.46,55.26,38.15,91.605,70.775,17.55,87.49,120.97,165.35,59.53,41.93,23.95,39.05,169.305,48.93,22.69,36.08,81.96,59.76,60.285,72.03,51.66,65.75,79.58,40.38,38.86,57.93,39.725,56.39,39.41,44.5,56.69,140.8,40.73,35.855,55.91,84.48,51.88,68.52,60.43,44.53,146.29,115.93,23.13,36.21,68.63,40.5,25.23,76.28,34.38,82.62,57.61,91.725,57.47,66.44,36.36,38.85,37.09,47.515,75.4,81.75,38.96,26.34,49.99,87.53,25.51
2018/7/9,62.156,135.65,144.235,43.48,43.77,37.95,65.81,44.24,77.24,119.73,95.52,63.78,96.54,75.81,34.75,57.19,82.35,135.19,70.79,42.55,37.65,96.54,56.22,28.28,95.46,50.96,18.48,66.39,81.335,29.63,69.75,39.39,77.39,80.64,36.08,48.55,49.02,59.22,53.8,80.825,30,60.97,60.32,57.15,91.36,41.21,45.16,91.49,49.325,86.72,80.06,119.425,46.23,90.5,35.89,53.08,53.88,36.74,90.04,69.06,16.22,86.365,121.66,155.85,59.53,38.86,23.95,37.09,162.42,47.44,22.69,35.2,80.04,59.76,58.905,69.81,52.92,64.315,79.58,36.67,37.435,55.55,39.73,54.27,36.47,45.06,56.69,133.28,39.01,36.265,54.36,80.67,51.01,66.84,59.07,42.57,144.2,112.85,23.13,32.74,68.04,40.5,24.34,75.21,33.26,82.65,57.61,91.085,57.47,64.9,36.07,36.26,35.19,46.68,72.94,78.29,36.96,25.65,50.41,86.38,26.04
2018/7/10,62.294,134.25,147.165,43.05,43.33,37.8,65.81,43.61,75.82,119.73,95.81,63.76,95.18,74.84,33.91,57.26,82.78,133.585,68.8,41,36.67,95.31,55.19,28.565,95.03,50.56,18.48,66.15,80.52,29.02,69.24,38.94,76.3,80.72,36.08,47.75,48.65,58.24,53.38,80.37,29.41,61.51,59.77,56.74,91.36,41.21,45.29,90.53,49.735,86.72,78.32,118.465,44.28,89.34,35.48,52.035,53.19,35.62,89.595,68.89,16.14,85.765,121.84,149.67,59.53,38.52,23.95,36.56,160.055,46.67,22.69,34.6,79.08,59.76,58.635,68.44,53.13,64.055,79.58,36.2,37.01,55.86,39.73,54.08,35.67,45.9,56.69,129.45,38.32,36.055,53.6,79.91,50.55,66.79,58.66,42.19,143.18,112.76,23.13,32.43,67.415,40.5,23.59,73.54,32.96,82.59,57.61,89.555,57.47,65.06,35.69,35.8,35.12,45.815,72.09,78.34,36.8,25.465,49.47,85.33,26.01
2018/7/11,63.53,137.01,147.74,44.66,43.23,37.82,65.81,43.67,77.29,119.73,96.22,64.3,95.25,75.49,33.75,57.63,84.43,135.97,69.08,41.13,36.69,95.6,56.16,28.68,94.92,51.29,18.48,64.36,81.35,32.43,68.98,38.97,76.94,79.54,36.08,48.9,49.22,61.89,53.71,82.595,30.2,61.5,59.57,57.16,91.36,41.21,45.42,88.47,49.67,86.72,78.38,123.455,47.265,90.31,36.14,53.475,53.22,35.91,90.46,68.86,16.35,88.09,123.21,151.12,59.53,38.91,23.95,37.28,163.74,46.54,22.69,35.35,79.14,59.76,59.505,68.11,53.32,65.66,79.58,36.46,37.645,55.82,39.73,54.1,35.62,46.52,56.69,135.84,38.12,35.39,54.99,80.09,51.04,66.9,59.21,42.98,155.465,109.32,23.13,32.6,68.5,40.5,23.84,73.81,33.42,82.4,57.61,91.1,57.47,65.58,35.98,35.98,35.41,47.81,71.47,77.83,37.11,26.485,49.41,85.67,26.45
2018/7/12,61.585,133.2,149.985,44.51,43.41,37.49,65.81,43.04,75.06,119.73,96.27,64.29,94.48,75.18,33.63,57.49,84.3,135.99,69.03,41.61,36.02,94.36,55.61,27.99,95.1,51.1,18.48,61.55,81.08,32.455,68.41,38.86,77.43,80.765,36.08,47.71,49.34,60.61,53.91,80.685,30.14,60.73,59.42,56.87,91.36,41.21,46.75,87.97,49.555,86.72,77.58,121.3,47.31,89.64,36.33,52.715,52.95,34.57,90.17,66.07,16.16,88.295,123.35,152.36,59.53,38.17,23.95,37.1,165.545,46.06,22.69,35.41,79.13,59.76,58.71,67.68,53.36,64.735,79.58,36.15,35.925,55.01,39.73,54.04,35.78,46.755,56.69,137.02,38.11,35.67,54.65,79.96,51.77,66.44,58.63,43.29,150.385,107.52,23.13,32.18,67.275,40.5,23.51,73.93,33.53,82.55,57.61,92.08,57.47,65.69,35.76,35.69,35.63,46.75,70.05,76.47,36.85,25.685,49.04,85.68,26.57
2018/7/13,60.525,130.6,147.83,44.23,42.41,36.96,65.81,42.58,74.62,119.73,96.22,63.61,94.07,75,33.06,56.26,84.58,129.96,68.51,41.9,35.84,93.52,55.61,26.89,94.42,50.58,18.48,60.73,81.135,30.51,68.06,38.27,77.13,78.95,36.08,46.83,48.91,58.36,52.93,78.085,28.12,61.18,58.75,56.4,91.36,41.21,43.59,87.97,49.545,86.72,76.97,119.805,44.9,88.87,35.11,51.335,52.34,35.08,88.145,65.71,16.16,85.785,122.82,151.63,59.53,37.48,23.95,36.61,167.755,45.53,22.69,34.76,79.14,59.76,57.41,67.4,52.8,63.675,79.58,35.62,34.78,55.37,39.73,53.44,35.38,46.89,56.69,135.36,37.77,35.685,53.97,79.74,49.14,65.36,57.83,42.74,149.96,112.06,23.13,31.38,66.02,40.5,22.98,73.27,32.97,82.1,57.61,90.04,57.47,64.76,35.26,35.29,35.15,45.675,69.4,75.85,36.12,24.58,47.6,84.59,27.15
2018/7/16,60.945,125.285,146.8,44.01,42.38,35.98,65.81,41.07,73.39,119.73,93.04,62.61,92.31,75.07,32.29,55.495,85.94,129.64,68.44,41.58,34.94,93.06,55.33,26.35,94.74,49.74,18.48,56.6,80.065,31.445,66.79,36.7,77.54,78.395,36.08,45.42,47.93,58.97,52.66,78.035,28.26,59.48,59.47,56.64,91.36,41.21,42.71,86.2,49.355,86.72,76.22,121.89,45.705,88.67,34.44,51.31,50.96,33.84,87.62,65.09,15.94,86.13,122.38,151.08,59.53,36.36,23.95,35.81,163.915,44.28,22.69,34.15,78.92,59.76,56.995,67.02,52.49,63.63,79.58,33.76,34.47,54.36,39.73,53.36,34.49,46.46,56.69,133.94,37,35.985,53.55,77.63,48.42,63.93,57.21,41.91,153.38,113.635,23.13,30.67,65.355,40.5,22.28,72.74,32.43,81.73,57.61,89.625,57.47,63.98,33.99,33.88,34.3,45.325,66.83,73.87,34.79,24.39,47.18,83.89,26.835
2018/7/17,60.38,122.665,146.42,43.5,42.28,35.44,65.81,41,72.35,119.73,92.52,62.4,91.32,74.93,32.48,54.985,85.83,131.71,70.1,41.55,35.12,93.64,55.45,25.66,95.14,49.86,18.48,56.09,79.76,31.565,66.26,36.6,76.91,78.375,36.08,45.12,48.41,59.28,52.8,78.075,28.11,59.19,58.93,55.85,91.36,41.21,43.29,85.67,48.66,86.72,75.44,121.47,45.76,88.78,34.72,50.78,50.46,33.54,87.22,64.635,16.1,86.135,123.41,150.52,59.53,35.9,23.95,35.81,163.1,44.57,22.69,34.01,78.97,59.76,55.71,66.18,51.93,64.3,79.58,34.22,34.13,54.96,39.73,53.62,34.48,47.145,56.69,132.93,37.03,36.17,52.4,77.85,49.18,63.13,57.23,41.76,153.42,111.94,23.13,30.71,64.955,40.5,22.65,72.73,32.42,81.68,57.61,91.525,57.47,63.72,34.55,34.23,35.02,47.14,65.87,73.57,35.18,24.405,47.4,83.53,25.89
2018/7/18,60.715,121.745,148.025,43.37,41.91,34.63,65.81,41.05,71.91,119.73,91.77,61.66,89.4,74.99,32.23,54.36,83.89,129.025,68.785,41.11,34.56,94.84,56.05,25.62,95.66,49.55,18.48,54.19,78.375,32.435,65.33,35.4,75.47,77.965,36.08,44.66,48.04,59.965,51.63,78.685,27.3,58.84,58.79,55.42,91.36,41.21,42.09,85.25,49.2,86.72,74.4,121.145,46.385,89.65,34.94,50.245,50.02,33.73,88.435,64.455,15.82,85.83,122.03,150.57,59.53,35.71,23.95,35.36,163.565,44.44,22.69,34.06,79.64,59.76,53.4,65.72,52.19,64.52,79.58,33.43,33.86,56.88,39.74,53.24,33.93,47.245,56.69,130.42,36.35,36.065,52.17,77.8,48.1,62.68,56.62,41.82,149.66,111.89,23.13,30.52,64.44,40.5,22.39,72.08,32.36,81.37,57.61,89.01,57.47,63.23,34.03,33.66,33.81,46.515,64.78,73.13,34.53,24.3,47.83,83.11,26.11
2018/7/19,61.833,122.82,148.555,44.94,41.72,34.48,65.81,41.71,71.49,119.73,90.92,61.44,89.81,75.7,32.51,54.3,84.05,128.065,69.56,41.18,34.38,96.41,55.38,25.8,96.74,49.1,18.48,52.4,78.47,31.955,65.7,35.34,75.87,77.915,36.08,44.26,48.04,59.75,51.32,78.99,27.32,58.47,58.72,55.07,91.36,41.21,42.84,85.83,49.155,86.72,74.17,120.425,46.285,89.3,34.62,50.445,50.64,33.41,87.865,64.42,15.6,81.205,121.83,149.75,59.53,35.59,23.95,36.12,163.82,44.13,22.69,33.99,80.58,59.76,52.19,66.06,51.27,66.81,79.58,33.37,33.73,57.21,39.73,53.37,33.68,47.255,56.69,131.345,36.56,36.665,53.09,77.47,47.7,62.68,56.27,42.15,161.31,111.255,23.13,30.29,64.35,40.5,22.21,71.88,32.35,80.69,57.61,85.765,57.47,63.98,34.02,33.64,33.75,46.34,64.52,72.02,34.47,24.27,47.75,82.97,27.94
2018/7/20,61.638,125.02,146.495,44.57,41.93,34.44,65.81,41.49,70.66,119.73,90.78,60.6,87.54,75.98,32.85,54.38,83.96,131.15,69.155,41.17,34.43,97.73,55.34,25.905,97.23,48.9,18.48,51.28,78.78,32.26,65.76,35.24,75.15,78.005,36.08,43.97,48.19,60.32,51.64,78.88,28.01,58.45,58.6,54.9,91.36,41.21,43.5,84.75,49.91,86.72,72.93,120.755,45.82,89.35,33.94,50.645,49.97,33.08,87.95,64.675,15.67,81.46,120.87,147.15,59.53,35.19,23.95,36,163.69,44.85,22.69,34.33,81.42,59.76,51.47,65.83,51.49,66.765,79.58,33.4,33.195,59.4,39.73,53.32,33.48,46.325,56.69,131.68,36.32,37.05,52.13,77.44,48.54,62.49,56.34,41.52,156.58,111.965,23.13,29.89,63.82,40.5,22.19,71.6,32.6,80.73,57.61,87.545,57.47,63.14,34.16,33.86,34.03,46.605,64.45,73.09,33.7,24.615,48.37,83.2,28.32
2018/7/23,61.539,124.99,143.03,44.6,41.41,33.9,65.81,41.94,71.12,119.73,90.2,60.99,87.03,77.28,32.66,53.685,82.93,127.645,69.555,40.94,34.35,97.64,55.2,25.545,97.61,49.41,18.48,49.21,77.915,32.1,64.54,35.22,74.87,77.4,36.08,44.08,48.5,58.9,51.34,78.565,27.32,58.03,57.83,54.59,91.36,41.21,42.89,84.12,49.92,86.72,72.19,120.35,50.23,89.48,33.76,49.93,49.36,32.77,87.26,64.45,15.52,79.245,119.26,148.17,59.53,34.9,23.95,36.55,164.5,44.45,22.69,33.97,81.4,59.76,50.23,65.13,51.27,68.95,79.58,33.29,32.9,63.77,39.73,52.73,33.29,47.62,56.69,130.17,36.16,35.425,51.74,77.42,47.69,62.15,56.21,41.29,153.75,112.53,23.13,29.87,63.62,40.5,22.24,71.28,31.8,80.32,57.61,84.015,57.47,62.93,34.17,33.59,33.94,45.625,64.14,71.47,33.31,24.42,47.46,88.27,27.015
2018/7/24,60.928,122.405,140.615,44.44,42.14,33.61,65.81,41.21,69.67,119.73,87.56,59.62,85.54,77.71,32.53,52.67,83.31,128.155,69.135,41.02,34.11,97.45,55.27,25.545,97.75,48.48,18.48,48.32,77.34,31.29,63.16,35.04,73.87,78.265,36.08,44.34,48.16,58.705,51.67,78.015,27.72,57.53,57.39,54.41,91.36,41.21,43.39,83.12,49.08,86.72,70.59,115.56,49.515,89.44,33,49.13,48.56,31.92,86.925,63.51,15.62,78.66,118.54,147.9,59.53,35.1,23.95,35.71,165.715,43.64,22.69,33.69,82.43,59.76,49.615,63.86,51.31,70.165,79.58,33.03,32.14,63,39.725,52.89,32.61,44.19,56.69,130.75,36.39,35.46,50.62,77.3,48.29,62.07,55.39,40.67,147.21,107.36,23.13,29.18,62.32,40.5,22.18,70.42,31.7,78.99,57.61,84.7,57.47,61.81,33.87,33.41,33.98,45.835,61.01,72.64,32.23,24.095,47.2,93.78,27.69
